R607615,R444827
R756900,R758350
R657446,R902204
R821967,R598739
R520402,R412164
R491727,R782518
R434645,R480647
R354157,R398519
R695376,R568998
R548804,R748988
R752634,R835765
R289708,R413004
R961861,R787185
R553237,R701619
R390395,R347404
R896791,R798367
R213821,R505954
R148278,R529596
R788055,R233278
R243118,R960420
R409514,R905933
R820706,R571572
R191268,R432151
R885887,R135567
R195670,R767615
R196108,R834826
R515601,R995596
R578852,R723732
R930426,R345868
R391035,R245800
R630578,R575612
R939557,R240928
R767799,R189289
R200889,R144080
R386462,R647674
R754871,R202228
R777336,R104690
R466590,R685568
R574003,R627206
R655038,R632978
R762256,R332074
R317436,R273656
R205389,R812167
R692871,R414388
R265332,R233858
R896017,R601418
R580947,R233407
R665938,R308299
R159988,R835657
R375601,R679883
R180005,R387518
R650184,R255080
R182919,R933694
R109417,R317284
R721818,R908023
R252325,R876654
R933070,R817333
R425324,R265225
R712873,R292682
R395369,R233326
R328479,R712885
R875098,R576040
R166307,R860173
R979508,R767901
R679010,R454258
R899490,R845731
R504519,R334835
R584126,R227528
R932524,R290493
R968616,R139688
R172649,R946557
R673417,R722000
R755286,R731837
R516152,R404616
R355194,R916705
R658867,R816509
R903283,R205701
R783217,R922125
R514038,R452428
R909061,R764725
R966849,R402714
R572491,R556419
R756333,R162195
R541453,R962922
R137350,R531011
R796471,R900815
R520583,R685586
R995497,R936248
R582966,R104119
R203434,R284173
R364256,R295940
R213467,R245223
R975762,R137753
R300281,R484974
R543621,R536761
R624986,R460349
R418329,R968249
R180399,R868813
R946705,R957350
R811095,R676440
R913347,R841321
R926990,R982768
R243601,R831579
R437656,R770479
R697733,R114009
R181442,R362088
R173065,R379844
R833063,R391210
R322418,R371710
R987635,R206866
R612879,R488786
R534706,R150669
R308916,R170844
R425671,R141099
R892458,R609858
R178647,R874168
R865534,R932908
R709510,R453824
R941431,R525727
R507026,R534993
R283453,R770919
R884051,R733799
R737477,R563162
R651717,R932901
R153061,R480893
R332946,R204195
R463104,R582510
R925577,R945485
R377557,R585467
R267641,R632015
R588323,R192313
R786291,R193633
R628486,R706122
R913828,R679650
R496743,R410068
R707499,R836060
R457365,R467270
R107755,R912017
R825072,R205896
R628573,R457904
R311410,R821620
R384577,R895512
R502944,R167770
R237936,R421341
R785080,R332509
R176252,R259652
R487358,R785535
R118199,R773405
R104083,R780817
R292440,R323584
R790866,R938239
R446767,R615052
R270496,R496581
R727747,R237315
R823892,R495296
R788562,R239107
R570845,R657039
R267503,R107038
R755082,R186475
R471596,R889483
R932643,R761718
R350291,R944301
R334373,R616037
R718165,R266608
R407235,R509168
R137727,R394728
R605215,R933784
R251726,R150764
R979157,R690463
R556418,R592493
R940290,R415616
R267231,R919939
R232745,R620774
R875640,R902136
R152331,R713976
R328884,R605775
R883091,R406593
R132573,R633570
R853972,R212572
R173561,R745446
R436171,R542629
R464163,R704732
R656780,R781316
R857623,R743159
R865639,R223310
R361902,R272665
R747845,R436124
R231305,R127647
R695970,R764175
R604108,R230960
R373991,R920836
R731312,R131169
R945004,R655179
R545558,R767899
R671323,R903279
R402864,R548171
R913063,R961268
R818937,R800562
R238567,R269832
R831520,R125814
R448043,R404259
R722435,R986627
R722279,R259895
R234238,R252173
R919463,R725931
R543124,R536485
R530617,R930855
R481067,R773020
R330914,R150868
R560026,R790091
R385274,R873100
R759537,R802725
R785137,R822196
R101245,R105719
R707696,R235975
R996340,R321311
R327709,R566979
R685561,R551738
R417997,R647514
R709995,R925915
R733992,R670028
R337850,R901243
R246269,R914193
R816446,R514083
R740605,R469296
R361645,R924306
R547141,R732654
R563256,R561125
R592753,R829896
R404016,R768509
R213230,R322163
R944146,R173701
R831731,R156124
R678602,R988587
R858750,R347385
R890428,R857678
R488023,R838756
R555707,R577527
R556065,R831807
R514795,R714303
R159328,R528039
R415540,R423869
R579823,R263636
R729062,R121921
R745249,R166600
R265841,R337813
R535905,R499079
R908663,R897862
R337459,R590063
R460380,R822169
R986682,R121910
R875531,R329172
R407509,R772268
R532544,R491214
R205194,R113401
R574235,R446942
R908092,R745517
R846571,R800965
R369489,R240076
R570056,R921059
R558211,R580788
R316092,R266606
R957505,R467272
R835288,R993329
R995040,R872063
R571193,R322633
R484465,R784294
R905074,R644285
R192259,R529984
R667344,R223397
R355219,R731556
R732524,R456020
R158617,R524652
R115673,R975334
R760272,R684325
R918310,R842646
R734747,R823542
R736949,R664266
R205358,R747087
R130185,R894268
R708371,R277637
R547820,R322158
R878367,R246997
R454501,R662722
R287583,R136014
R216725,R491734
R784600,R696953
R890813,R434853
R421027,R289147
R158743,R781854
R173531,R875539
R646835,R988789
R545154,R180286
R319189,R718783
R313803,R664665
R692817,R271718
R134768,R781822
R642071,R994122
R914329,R386641
R481913,R740514
R170922,R189268
R283986,R203952
R411668,R806555
R207946,R746624
R709713,R169724
R669451,R851657
R925100,R102329
R694330,R852694
R266586,R713921
R749893,R896216
R247917,R931402
R310161,R399754
R737489,R719170
R839895,R317753
R315906,R759099
R621136,R581126
R496205,R523498
R260098,R934121
R824495,R368861
R724333,R680905
R485342,R299469
R985655,R176961
R630737,R621908
R837282,R991382
R801898,R242681
R706286,R982370
R877991,R161426
R500547,R614255
R856176,R479345
R581027,R322689
R761142,R703876
R987685,R259670
R663339,R971270
R350118,R963615
R218572,R954145
R334939,R626784
R924146,R627089
R709020,R843371
R967465,R702189
R734773,R914822
R583593,R239322
R340414,R856839
R216486,R103766
R342838,R497399
R741525,R883450
R183139,R658916
R406337,R251320
R793326,R423768
R327315,R786545
R503627,R953772
R734603,R469346
R770688,R259626
R628083,R543926
R481678,R780957
R917530,R275758
R875603,R528598
R530618,R199087
R940235,R968809
R556188,R415315
R518903,R493123
R879276,R833125
R219051,R136355
R917047,R837943
R524150,R492490
R504316,R290751
R285730,R865106
R206808,R621673
R219901,R974517
R152684,R603015
R694125,R709295
R665038,R552945
R595239,R955702
R744006,R989742
R394128,R173796
R116679,R674444
R135034,R682845
R889891,R967478
R627643,R797289
R613349,R573680
R150497,R980276
R471028,R560277
R909980,R991142
R531702,R429991
R369688,R989827
R575049,R917939
R589974,R254208
R312142,R684761
R282141,R121765
R682542,R306922
R671196,R933733
R915011,R745600
R966684,R745939
R371052,R494385
R333077,R194498
R543135,R356017
R160494,R488408
R457164,R939463
R342874,R188982
R979077,R690164
R269058,R700246
R628263,R388952
R661725,R155906
R626288,R251179
R220340,R359048
R642729,R947850
R812940,R586855
R177794,R979347
R353728,R117964
R727377,R597144
R250284,R276184
R982363,R805442
R909993,R645064
R643559,R429028
R537890,R356937
R481585,R235087
R170523,R166463
R221768,R650809
R863979,R389935
R994277,R158290
R691766,R965519
R748357,R262227
R477708,R932973
R326580,R629192
R709493,R174851
R556691,R174239
R737174,R559974
R692902,R990490
R175961,R721705
R737371,R241643
R945743,R112203
R438012,R460103
R454104,R117808
R602489,R995006
R438076,R735542
R849791,R452203
R382028,R526507
R318820,R283916
R164222,R116089
R113120,R976398
R222579,R483261
R166355,R926920
R986994,R654554
R575267,R371275
R598700,R774479
R419956,R432350
R410526,R818376
R791859,R971430
R926180,R913987
R528991,R935119
R774866,R244199
R141300,R782963
R696905,R559027
R409242,R558219
R530593,R909506
R957184,R441517
R551037,R418711
R508372,R816851
R177767,R925580
R266398,R818431
R358310,R982656
R282587,R401370
R248551,R161075
R400806,R144044
R275332,R573998
R438726,R822271
R182782,R129189
R143476,R402779
R837215,R716919
R786907,R757895
R607152,R809331
R657712,R252259
R143241,R399522
R623397,R566619
R792600,R339273
R961464,R849260
R984231,R748640
R479225,R334050
R232519,R860045
R454832,R862501
R270238,R815444
R616694,R465831
R102163,R470178
R999404,R411135
R240513,R497279
R779808,R695746
R932466,R587167
R265997,R120664
R275009,R952521
R475622,R995217
R143916,R525115
R574660,R824676
R776862,R629630
R149711,R355511
R277956,R534244
R332563,R434286
R832248,R330211
R688014,R466339
R138190,R978394
R569877,R306749
R290192,R768840
R935520,R890974
R712130,R967472
R131187,R422165
R665492,R656610
R762351,R139755
R373553,R849188
R219563,R265886
R482235,R115530
R849290,R348817
R137153,R639456
R441165,R182679
R242014,R150681
R910181,R702880
R196816,R595202
R983448,R543347
R191076,R560363
R606138,R127238
R816702,R859660
R307489,R404911
R536527,R176951
R193505,R165554
R355683,R895691
R707840,R110195
R161475,R778276
R629167,R359957
R401878,R454170
R347298,R232876
R699385,R806150
R596716,R384891
R648231,R625818
R427033,R747854
R118360,R928746
R199338,R871884
R997405,R989947
R543188,R292914
R855007,R740524
R598307,R621789
R125853,R861899
R915150,R256298
R701200,R122900
R145253,R963335
R302092,R457997
R682387,R873281
R849884,R993873
R897301,R992479
R352578,R830069
R921572,R161649
R817001,R272202
R307195,R160184
R779191,R670552
R932234,R809621
R733366,R874386
R781171,R114514
R824439,R992701
R478875,R783475
R647729,R736703
R667413,R705572
R733561,R592569
R182945,R163486
R464658,R594582
R626087,R965533
R824391,R217930
R597091,R875429
R542473,R606323
R581503,R421778
R251903,R497950
R606757,R812201
R909528,R658688
R760776,R723102
R240096,R940513
R712190,R422612
R998669,R509119
R957999,R214176
R161276,R405955
R672079,R507435
R774189,R683045
R806904,R866472
R761498,R554962
R573762,R867810
R477699,R282960
R982984,R494492
R233138,R780621
R165453,R626685
R742955,R324169
R626445,R702785
R832538,R112037
R411102,R429475
R458283,R593145
R929398,R296277
R182389,R378187
R418073,R276704
R512666,R117625
R240962,R896934
R169869,R808427
R861031,R484687
R179939,R604559
R719916,R475091
R663497,R535777
R943361,R471923
R134929,R659062
R749035,R168992
R461798,R149308
R170117,R711533
R915973,R148241
R530256,R624181
R285686,R428081
R831964,R803027
R360876,R469286
R450981,R883395
R539568,R479321
R190626,R638894
R421347,R409160
R203718,R600507
R404399,R758185
R879495,R711268
R991653,R362825
R634426,R829475
R258640,R213953
R718851,R907212
R327015,R571538
R328726,R455576
R382669,R613379
R717789,R691818
R119473,R450625
R631439,R734725
R237150,R150729
R806011,R755761
R873544,R605082
R963416,R138159
R826994,R740554
R501490,R767244
R506846,R637987
R488291,R803043
R733470,R271457
R438165,R116639
R845448,R778786
R393973,R516510
R759290,R518385
R823961,R443166
R137391,R637670
R745090,R903138
R438156,R832352
R357696,R723953
R427918,R235065
R176483,R277892
R953905,R841187
R262855,R684104
R278817,R502591
R632800,R770785
R125023,R243192
R187457,R203469
R733822,R285895
R488909,R427724
R897111,R506617
R603934,R868939
R448904,R223893
R223147,R399537
R957315,R702634
R866928,R220863
R827735,R767665
R684399,R684828
R582543,R298903
R809254,R272286
R567617,R777317
R691657,R865605
R505324,R896630
R478276,R310802
R744951,R526281
R362731,R125737
R748064,R887478
R516432,R287285
R795661,R371163
R322795,R925337
R329480,R380539
R447533,R562132
R888108,R977388
R698958,R273102
R909936,R684228
R451861,R744732
R967650,R545003
R536238,R582841
R444008,R551020
R160812,R717384
R968536,R414665
R328750,R641652
R408353,R100123
R560509,R622374
R298659,R317110
R458453,R851692
R556664,R996371
R437924,R310147
R375993,R592586
R364249,R292765
R404795,R322559
R444525,R477873
R256151,R152230
R837846,R764753
R529038,R180192
R909132,R413616
R853430,R718521
R545611,R379396
R665651,R363193
R943707,R509296
R887150,R571241
R290364,R752611
R558469,R954545
R809942,R480957
R305006,R462384
R931589,R456058
R838954,R803026
R653079,R341568
R672187,R224381
R762494,R484894
R373008,R461071
R227379,R488386
R367093,R143528
R776143,R712024
R368666,R469016
R888500,R602389
R618397,R274588
R260693,R731433
R544082,R176822
R537609,R468193
R960794,R943711
R950038,R331331
R227670,R767745
R897086,R998495
R400921,R482827
R187201,R181836
R862056,R727494
R952083,R368724
R443599,R792979
R146567,R431133
R570139,R151841
R458596,R323154
R567393,R560105
R703133,R163441
R711668,R897261
R783219,R960170
R905977,R654957
R259087,R906833
R176789,R907915
R384784,R400158
R521194,R400551
R304034,R529800
R443144,R602562
R533945,R881830
R871406,R449738
R190569,R384278
R593849,R624569
R317241,R303032
R543071,R807118
R761446,R535319
R349662,R475161
R876775,R343552
R461802,R118185
R819562,R507430
R775315,R411989
R333975,R569475
R586679,R607276
R308197,R762253
R330551,R698895
R603338,R464022
R219965,R706068
R480218,R245248
R628808,R315883
R479740,R889486
R643006,R489834
R367581,R409065
R170733,R446279
R757411,R616041
R627495,R150867
R678481,R625704
R671121,R569106
R710768,R990476
R109248,R819489
R916423,R318691
R207436,R535496
R338417,R122744
R768535,R502815
R795758,R391851
R468895,R411258
R120039,R794587
R991548,R419325
R363477,R273095
R277670,R290060
R223235,R747521
R566705,R756664
R483838,R884129
R770135,R476852
R712782,R926215
R881592,R379243
R833687,R933957
R906175,R152632
R891487,R163208
R492465,R269596
R621203,R306953
R948043,R602723
R817275,R451919
R962882,R765205
R918808,R869557
R293960,R738964
R449714,R540828
R929669,R610675
R392043,R371329
R651682,R595103
R991157,R471351
R184695,R740179
R556240,R878652
R768746,R957087
R916645,R726941
R992148,R342765
R564386,R435630
R367557,R659441
R414305,R537644
R721629,R654633
R894744,R668142
R451428,R306222
R934338,R889988
R986543,R963009
R957430,R107535
R573902,R499138
R632113,R295673
R817098,R701209
R137452,R792636
R715493,R243448
R968726,R665624
R859242,R977888
R118898,R114191
R807252,R746104
R413338,R904298
R110908,R611709
R171864,R881651
R736281,R159026
R908270,R510931
R832953,R914465
R860964,R282857
R471057,R234829
R421029,R267969
R668106,R753466
R846224,R610544
R458813,R495448
R398869,R918312
R272432,R233545
R201316,R115891
R968346,R344599
R164606,R405508
R121474,R360621
R536378,R333700
R834659,R229954
R105607,R169047
R268739,R819962
R549798,R271139
R693058,R585585
R572521,R322180
R945364,R708675
R222759,R248003
R256273,R673390
R435120,R589384
R742059,R426656
R445169,R186417
R217631,R944077
R893217,R614924
R100460,R284455
R651390,R590435
R858780,R351826
R721636,R557293
R509377,R865529
R149017,R623418
R535200,R271519
R419533,R196752
R616468,R589478
R754109,R751610
R506661,R530663
R142416,R168078
R767663,R525960
R702031,R870046
R565010,R987871
R815592,R182712
R970963,R472792
R342783,R776870
R781050,R887980
R351613,R990796
R193682,R171298
R956348,R806196
R905257,R272048
R665590,R842035
R371206,R703811
R398517,R726049
R354716,R413529
R676052,R787808
R135486,R316747
R219996,R692114
R284638,R229150
R458720,R589005
R266119,R498079
R564585,R740195
R482600,R537911
R466952,R503853
R450979,R647434
R806224,R126107
R541677,R157915
R407566,R792713
R209278,R732938
R467688,R400061
R231884,R329850
R345869,R723672
R575802,R382100
R103179,R200769
R839361,R255552
R360213,R277482
R275309,R944983
R583121,R153391
R288905,R811219
R166569,R910507
R575394,R521215
R623876,R475239
R591476,R250925
R284629,R455987
R515684,R922442
R270488,R678732
R587054,R442400
R357340,R364450
R724855,R470926
R800226,R992146
R968623,R630681
R222249,R662556
R368793,R463609
R904183,R686971
R450501,R153741
R960967,R311446
R289491,R746577
R397816,R301348
R891884,R694231
R649940,R995325
R974466,R276497
R681064,R168383
R984963,R238870
R618561,R584430
R345591,R438040
R470998,R782662
R246132,R551734
R715447,R919089
R194771,R329623
R723563,R199993
R745623,R368206
R370710,R556206
R147760,R536421
R904505,R988361
R497243,R389305
R838030,R239768
R617905,R335996
R338316,R906170
R452209,R974305
R595046,R355120
R149724,R789718
R899591,R733906
R622024,R169953
R143404,R481423
R659649,R312340
R531231,R272679
R463850,R347838
R599562,R449573
R951990,R101118
R853290,R155064
R425534,R442084
R374371,R650832
R806946,R298193
R215167,R607154
R886288,R479172
R869925,R804068
R854475,R718834
R326500,R964882
R372798,R155404
R381424,R660598
R396076,R765563
R167872,R761843
R622311,R856138
R510122,R606218
R772782,R249877
R261117,R815581
R125236,R205632
R159020,R757688
R257098,R426653
R803493,R276048
R234382,R308307
R238206,R421938
R619766,R322121
R200609,R619407
R987044,R655740
R444107,R121510
R596942,R632789
R798897,R933282
R758173,R997680
R226234,R843361
R868776,R796814
R601683,R290305
R629255,R772022
R512644,R699664
R377284,R736104
R641701,R517633
R522495,R251929
R513453,R436617
R647106,R423006
R769401,R489924
R902956,R631737
R128326,R160283
R223176,R403115
R443220,R144453
R340515,R561172
R974668,R500303
R482388,R249876
R629477,R699161
R558948,R492722
R146589,R661250
R877480,R907727
R993649,R267711
R619421,R691897
R607374,R717776
R197566,R332289
R989377,R177187
R916683,R682042
R707616,R876589
R613582,R214454
R956894,R241488
R519964,R497026
R162471,R892292
R512184,R504439
R746428,R345935
R565822,R915493
R257425,R423563
R662217,R652633
R828920,R653975
R413288,R543954
R499278,R798914
R197192,R922750
R529560,R484956
R428177,R456965
R797837,R342972
R273384,R960904
R404088,R586375
R405662,R311356
R866811,R949140
R756146,R238375
R228536,R554761
R387826,R766724
R569289,R648340
R664855,R602224
R802168,R527676
R856907,R383776
R722659,R726272
R303522,R376428
R743142,R497420
R108137,R722188
R614681,R644392
R108780,R204719
R110524,R107035
R881068,R459651
R575874,R423155
R991248,R274160
R205552,R380373
R460497,R200879
R686683,R547944
R436151,R203808
R218943,R294791
R800916,R273591
R839573,R774545
R515852,R869565
R399610,R550474
R418692,R835005
R597249,R141944
R363638,R782046
R407770,R896643
R416660,R280582
R824529,R370844
R592160,R840509
R356044,R870814
R693744,R971178
R755058,R472969
R250162,R348626
R478100,R612277
R469062,R656739
R338543,R719480
R734574,R526953
R460621,R794669
R339744,R188073
R791317,R773770
R909714,R804892
R411579,R981693
R308701,R234967
R721754,R321190
R713032,R902677
R798045,R289959
R380866,R800707
R638666,R138676
R500577,R738347
R981931,R609673
R847320,R905291
R693919,R686697
R501936,R972421
R277528,R581116
R136857,R244627
R997005,R768974
R335070,R916337
R274103,R638966
R336851,R266287
R678609,R515826
R931537,R632910
R123669,R992088
R406121,R586931
R699927,R499880
R214789,R499168
R970689,R436556
R972845,R812581
R108180,R539019
R254929,R414707
R920334,R903083
R340338,R324314
R390784,R585938
R574650,R486582
R331635,R772142
R644689,R325597
R228144,R966421
R169040,R989714
R858473,R885365
R745484,R194670
R453368,R423198
R122800,R330758
R223761,R905073
R563839,R715224
R706049,R196384
R337103,R316168
R236253,R612549
R361204,R767621
R476301,R907836
R483758,R797267
R321154,R140549
R425986,R411689
R416298,R342737
R568314,R985801
R952637,R461290
R917191,R623598
R262343,R515441
R663409,R968871
R664870,R534905
R631809,R247529
R390228,R871564
R454679,R462721
R736259,R433465
R368099,R406705
R558579,R446911
R386553,R817975
R593283,R201903
R124272,R763697
R923135,R924879
R447442,R550915
R995800,R889151
R711950,R946596
R833879,R385972
R991968,R995173
R169039,R930178
R546446,R637863
R473041,R426657
R316058,R458621
R557797,R250684
R682366,R717237
R344914,R333667
R730856,R789030
R680392,R156499
R711474,R992272
R869338,R202455
R436882,R414030
R154577,R102173
R942410,R936305
R510653,R619507
R150124,R767386
R672233,R406350
R353315,R984162
R759628,R311506
R204078,R188157
R752531,R102180
R611053,R767743
R390028,R677954
R869591,R942601
R428618,R842474
R150261,R372265
R749631,R981672
R197872,R730067
R199251,R283571
R870714,R982358
R821340,R374535
R123334,R522197
R391120,R402062
R883977,R235269
R507263,R887265
R749731,R705510
R192375,R761747
R829101,R875846
R172448,R854493
R505920,R144482
R364541,R601318
R132722,R462561
R509670,R325726
R388001,R500791
R549535,R948560
R975984,R746665
R699150,R567293
R996296,R202614
R804146,R642125
R389928,R441216
R131732,R320175
R229537,R455573
R169300,R501674
R507728,R511835
R118229,R168736
R880710,R210860
R626165,R429194
R481365,R848511
R181040,R916373
R246739,R299395
R383151,R811798
R335448,R885371
R586138,R225913
R112670,R740342
R678587,R428596
R231465,R849920
R893303,R711847
R573858,R789963
R124454,R271210
R395528,R866144
R778328,R484273
R429097,R907378
R152645,R628865
R317674,R589648
R149459,R378517
R328553,R515805
R312015,R214255
R523557,R200120
R633023,R854953
R988797,R128463
R272890,R614968
R199775,R197434
R359067,R641937
R236076,R130932
R930677,R152501
R394105,R944830
R903079,R190282
R262230,R805169
R119060,R282339
R242268,R829993
R656958,R820589
R636900,R285210
R822500,R633493
R832578,R282602
R653809,R938886
R413150,R932171
R451046,R371192
R667435,R540654
R140230,R913009
R213927,R911793
R512611,R798154
R710919,R128701
R396291,R507989
R285249,R543953
R549524,R208241
R832098,R417607
R147451,R828686
R193895,R959558
R639289,R684142
R712259,R847838
R729154,R474272
R836653,R518420
R459204,R138386
R763152,R779447
R765964,R573629
R917661,R850253
R745967,R684619
R768898,R978372
R582684,R911837
R216970,R863569
R658953,R194892
R876350,R756938
R495051,R472202
R778737,R696985
R185647,R504438
R415039,R198998
R933026,R358020
R321472,R228573
R849208,R267816
R438392,R644086
R819616,R929224
R686413,R338628
R578344,R684927
R108498,R528821
R834698,R557212
R340096,R462437
R432159,R368589
R915181,R765048
R463181,R843110
R317905,R935724
R508950,R719065
R210309,R461090
R696882,R950547
R388039,R466329
R749037,R622622
R588589,R585719
R748097,R530034
R504629,R636674
R751628,R942214
R496245,R181118
R837093,R518305
R880784,R321436
R387594,R342971
R275724,R868584
R466065,R617923
R988424,R466016
R540932,R488425
R346746,R866729
R798673,R373898
R879204,R111697
R819944,R960475
R354221,R565260
R548393,R425612
R502903,R713025
R978758,R961450
R678302,R753463
R575149,R264887
R419378,R238234
R263801,R117884
R909192,R137776
R194446,R927622
R234272,R255285
R375878,R704724
R655813,R419267
R760417,R409812
R187233,R363980
R911524,R490070
R284652,R232523
R152532,R502719
R461589,R126673
R229982,R305582
R349378,R250404
R521402,R363116
R899561,R515399
R743867,R285365
R744528,R666724
R410037,R917060
R939887,R609530
R381684,R205138
R462679,R461503
R285992,R928651
R928923,R866438
R319575,R667873
R805995,R262939
R885293,R623349
R551876,R544283
R544257,R447871
R435534,R528445
R758112,R994576
R301816,R315176
R365803,R154432
R884887,R143947
R344611,R957873
R496636,R319449
R842542,R425636
R350404,R428243
R839822,R646064
R927132,R510103
R887491,R741900
R183656,R168785
R839283,R286389
R612095,R612220
R260106,R675999
R150457,R504958
R131685,R957419
R226679,R256013
R343738,R830085
R731196,R575455
R676483,R668869
R798104,R327530
R596242,R294792
R189928,R524670
R131906,R535812
R960028,R391231
R790621,R231709
R264813,R776491
R607604,R776020
R419600,R415704
R875682,R239810
R240406,R950770
R600815,R508610
R168708,R956185
R208672,R549833
R399235,R800652
R244454,R736348
R748834,R707587
R171164,R379802
R940096,R937916
R655953,R224840
R221268,R239969
R991320,R559375
R622532,R449825
R699685,R838304
R591628,R889288
R416301,R824943
R777729,R634427
R273369,R603076
R588104,R929106
R802442,R585531
R629655,R984296
R477221,R103572
R416785,R322402
R888909,R698541
R328821,R952876
R749013,R452133
R979925,R440601
R703548,R572598
R997693,R613414
R617214,R993342
R326610,R646234
R715867,R439621
R987257,R773275
R855287,R120590
R751761,R311115
R147464,R771785
R540944,R460679
R784107,R735352
R387992,R695832
R512007,R178912
R985959,R150079
R363870,R348304
R117528,R397761
R374225,R764866
R299990,R421363
R144250,R539623
R884122,R743989
R879671,R289827
R451188,R768547
R388265,R467351
R586091,R185608
R220823,R328476
R345770,R838140
R617035,R864258
R721273,R918844
R408061,R357439
R192387,R464792
R137191,R254867
R783860,R290587
R419753,R846972
R695550,R775704
R676586,R317901
R989198,R924201
R621556,R645374
R199337,R750052
R574928,R222369
R451121,R209459
R801794,R605670
R410637,R203462
R964722,R515922
R122864,R477828
R193212,R777232
R127994,R265179
R394305,R816393
R376130,R251655
R950233,R838934
R143541,R148908
R240152,R288070
R206720,R600782
R918769,R543420
R158510,R338466
R839068,R129605
R689437,R114715
R376983,R876971
R270980,R921807
R573719,R315533
R179079,R297177
R923884,R349702
R846097,R891533
R354057,R151851
R803280,R456741
R656179,R644332
R739434,R227073
R649715,R769790
R887816,R166236
R443434,R693248
R604988,R374189
R442573,R601183
R894217,R212295
R378565,R657760
R735928,R689746
R191040,R792434
R594412,R343387
R196594,R827967
R539988,R425208
R857652,R413475
R228543,R274472
R297179,R971633
R949861,R670658
R705122,R274877
R171459,R862954
R651752,R194569
R985518,R479387
R174914,R851703
R648224,R851799
R441126,R422697
R719889,R813350
R560175,R428239
R455767,R692824
R585968,R534378
R931304,R791935
R579897,R623475
R854860,R706416
R385067,R550926
R150811,R626998
R149698,R254603
R150871,R678670
R913811,R485545
R200630,R601880
R493519,R417312
R854890,R662935
R934329,R884456
R469949,R535526
R767648,R329899
R730144,R935551
R572426,R142283
R597349,R197881
R351976,R892412
R486403,R219711
R637661,R275026
R630824,R917841
R840300,R628252
R153136,R397298
R269175,R237422
R463501,R941091
R231854,R365358
R954384,R142720
R795805,R716126
R215386,R727294
R913080,R229652
R430434,R404244
R548308,R842437
R235689,R522349
R996711,R846662
R100028,R296741
R569139,R673965
R813819,R913208
R984174,R809430
R226907,R354935
R710363,R344793
R643981,R263905
R542775,R737870
R500924,R522556
R298210,R823306
R641356,R105859
R884104,R504669
R942678,R386624
R464716,R429615
R166808,R194639
R352209,R891682
R339931,R959485
R719518,R565878
R340081,R794162
R268662,R677749
R315909,R825820
R334113,R243895
R234304,R880204
R681002,R762210
R271272,R856249
R323749,R775909
R112245,R940713
R564190,R971983
R537787,R752854
R874068,R831788
R348778,R572551
R303311,R868859
R731439,R441538
R275397,R326635
R329832,R213811
R236044,R160940
R367815,R674571
R442642,R177447
R751408,R468700
R789272,R788946
R537535,R489760
R121577,R692278
R628654,R654815
R684800,R682660
R754389,R895997
R936687,R464281
R212836,R475289
R754754,R764596
R580599,R206865
R118853,R470142
R432288,R238044
R386226,R751749
R582761,R879709
R394429,R796444
R343657,R387569
R994999,R380958
R623596,R336834
R910469,R294722
R228299,R190025
R594964,R553068
R761108,R650430
R244488,R188609
R874417,R392175
R283493,R240379
R496356,R992493
R966140,R100285
R800591,R119110
R294799,R910812
R146615,R891977
R347867,R598952
R824055,R702275
R241701,R893399
R335967,R844010
R409743,R843742
R698753,R251643
R161218,R909535
R594882,R145224
R759657,R618485
R847948,R422793
R161556,R792290
R409180,R411528
R600156,R454486
R824162,R713967
R531866,R283731
R797460,R241766
R134827,R343968
R782233,R932550
R113878,R820127
R606381,R530394
R400084,R882865
R934783,R629820
R128391,R138195
R335687,R691675
R750419,R870485
R793130,R228949
R514972,R868706
R721063,R412384
R523758,R739882
R345912,R901520
R700984,R324062
R529015,R818126
R424692,R874157
R150516,R963368
R992615,R333957
R289659,R204996
R861711,R239195
R864171,R525636
R401189,R710187
R100685,R316915
R724035,R652110
R827476,R121645
R534985,R414114
R418815,R975811
R827208,R754609
R596334,R912989
R363145,R570276
R214190,R506026
R636587,R384235
R544140,R499675
R828994,R985459
R104830,R404763
R321498,R428959
R627982,R586724
R483531,R928546
R588345,R792723
R160259,R549625
R499767,R546078
R927813,R710203
R513158,R450348
R434381,R299768
R480181,R312961
R372647,R299166
R961663,R865954
R305635,R867033
R142724,R120789
R883670,R850736
R791324,R993936
R800057,R384480
R818009,R351868
R272741,R992383
R130795,R694750
R511272,R741844
R577569,R620818
R763086,R807426
R239365,R982810
R936460,R285120
R797694,R618648
R971768,R254778
R507800,R171135
R412525,R769987
R374338,R245880
R955463,R917401
R918489,R633391
R247332,R803734
R838139,R671392
R648766,R316492
R494152,R940612
R647860,R265984
R173555,R504038
R689176,R162899
R832788,R707949
R281178,R435671
R504404,R167975
R836106,R561928
R680285,R170141
R322615,R749084
R694345,R259424
R347190,R385948
R947123,R460375
R307034,R372545
R513025,R855105
R499708,R468952
R962162,R496336
R549369,R531116
R547106,R659908
R586750,R166360
R817990,R415335
R968251,R192284
R244996,R822498
R236901,R706706
R742034,R790137
R834216,R349812
R292796,R816180
R626838,R766993
R520557,R936285
R350910,R337769
R507928,R361012
R927188,R282282
R841250,R438023
R791392,R879460
R707014,R990813
R550908,R248018
R847931,R620804
R333023,R787144
R572664,R137012
R789134,R263772
R946223,R801052
R495378,R513310
R745896,R556479
R852030,R273613
R876651,R981703
R764011,R849963
R543757,R662286
R800321,R590044
R513171,R630825
R383677,R478753
R785038,R992227
